train_CrossEntropy(label),train_acc(label),eval_CrossEntropy(label),eval_acc(label)
1.4133011681421865,0.36879681647940077,1.2727660238472145,0.4368755676657584
1.3044993489394696,0.4309456928838951,1.210544678755612,0.47229791099000906
1.2805873800473713,0.45131086142322097,1.1835987814765536,0.4641235240690282
1.2431343950833498,0.46722846441947563,1.145138884326959,0.49318801089918257
1.2148070320459117,0.49028558052434457,1.155421655466078,0.485921889191644
1.1858460977254959,0.4952013108614232,1.1442686229484067,0.4913714804722979
1.1518937368085433,0.516502808988764,1.1248031516815726,0.49954586739327883
1.1352268023074565,0.5259831460674157,1.1464102007279495,0.47774750227066304
1.0975379307269493,0.5497425093632958,1.1261477752992177,0.4913714804722979
1.0686232363351722,0.5620318352059925,1.1527832684789756,0.48047229791099
1.0436603482184785,0.5752574906367042,1.1539074775849982,0.48319709355131696
1.0202505281927545,0.5825140449438202,1.1439708090174967,0.49227974568574023
0.9705376857159178,0.6127106741573034,1.1723201707966429,0.4895549500454133
0.9298652447760105,0.6317883895131086,1.1318401470712702,0.522252497729337
0.910963956420118,0.6385767790262172,1.186195968607141,0.48319709355131696
0.8521816472519427,0.669124531835206,1.224326174763741,0.4868301544050863
0.8152954081589642,0.6834035580524345,1.3079567226250532,0.44868301544050865
0.7848001136671235,0.6993211610486891,1.3318669368309068,0.4768392370572207
0.7446599178860306,0.7221441947565543,1.3241076092629083,0.48501362397820164
0.6794404428389468,0.7462546816479401,1.3403966768994102,0.47774750227066304
